participant,feature_index,pre_threshold_mean,pre_threshold_mode,pre_threshold_median,post_threshold_mean,post_threshold_mode,post_threshold_median,delta_threshold_mean,delta_threshold_mode,delta_threshold_median,pre_threshold_mean_last5,pre_threshold_mode_last5,pre_threshold_median_last5,post_threshold_mean_last5,post_threshold_mode_last5,post_threshold_median_last5,delta_threshold_mean_last5,delta_threshold_mode_last5,delta_threshold_median_last5
699892_Utility_discrimination_2024_2cat_2025-03-15_14h12.47.943,2,0.2461238937656288,0.23,0.23566555681883497,0.19979077895031883,0.19,0.18909474450037084,0.04633311481530997,0.04000000000000001,0.04657081231846413,0.24354482112375556,0.18,0.22025813120035415,0.3850514208546343,0.32,0.36215525633797596,-0.14150659973087873,-0.14,-0.14189712513762182
639188_Utility_discrimination_2024_2cat_2025-03-17_13h17.01.639,2,0.13697032318937827,0.14,0.13476874995516436,0.265357053159111,0.25,0.2559280652103729,-0.12838672996973274,-0.10999999999999999,-0.12115931525520857,0.20234218437168439,0.11,0.16832441357738823,0.2633800035141304,0.22,0.24671538640058366,-0.06103781914244599,-0.11,-0.07839097282319543
872718_Utility_discrimination_2024_2cat_2025-03-18_22h58.34.246,2,1.563803622186969,1.56,1.5562696592255125,1.6689524414121955,1.6400000000000001,1.6546700049556078,-0.10514881922522656,-0.08000000000000007,-0.09840034573009526,0.18484990672473817,0.1,0.11816844141496362,0.10116716152579774,0.1,0.09530092686718612,0.08368274519894042,0.0,0.022867514547777495
197640_Utility_discrimination_2024_2cat_2025-03-14_12h20.24.150,2,0.25085079335233473,0.24000000000000002,0.24253775302455838,0.1496277804587969,0.14,0.14294600042359656,0.10122301289353783,0.1,0.09959175260096181,-0.06550731088373155,0.0,-0.05288302341934162,-0.10231396680237562,-0.04000000000000001,-0.09206477702465002,0.03680665591864407,0.04000000000000001,0.0391817536053084
227467_Utility_discrimination_2024_2cat_2025-03-13_18h34.20.777,2,-1.2683417379662212,-1.26,-1.2685814393591537,-1.4834547544407004,-1.51,-1.4955815509422092,0.21511301647447922,0.25,0.22700011158305555,0.21514054664860255,0.15000000000000002,0.190102902346591,0.02694289829590099,-0.03,0.007526546606719073,0.18819764835270156,0.18000000000000002,0.1825763557398719
171876_Utility_discrimination_2024_2cat_2025-03-15_10h05.58.976,2,-0.8771148006351501,-0.9600000000000001,-0.9457254553236557,0.07470379053076592,0.07,0.06731911230494222,-0.951818591165916,-1.03,-1.013044567628598,0.25323682508947654,0.15000000000000002,0.2196653489875173,0.16830721936882245,0.09000000000000001,0.1333321885776587,0.08492960572065408,0.06000000000000001,0.08633316040985861
225967_Utility_discrimination_2024_2cat_2025-03-14_09h00.29.757,2,1.602837938268374,1.58,1.5896669557124425,1.4977998102091725,1.4800000000000002,1.4861503906274878,0.10503812805920143,0.09999999999999987,0.10351656508495477,0.11972058082330789,0.1,0.10089808072719929,0.10036201267624709,0.1,0.09510643107026567,0.0193585681470608,0.0,0.0057916496569336146
772950_Utility_discrimination_2024_2cat_2025-03-15_00h31.52.114,2,0.1982689951115547,0.19,0.1907265519306484,0.6489826305503459,0.61,0.6295863927958377,-0.45071363543879117,-0.42,-0.4388598408651893,0.29507442929133004,0.27,0.29485649384059354,0.21742451244391076,0.1,0.17605293065212452,0.07764991684741929,0.17,0.11880356318846902
838091_Utility_discrimination_2024_2cat_2025-03-13_21h26.42.203,2,0.3116211786057381,0.30000000000000004,0.30147034841012943,0.2585730051452168,0.25,0.25122578505729487,0.05304817346052132,0.050000000000000044,0.05024456335283456,-0.04441418024117963,0.05,-0.02410483268095165,0.5547508387593367,0.49,0.5293738811478886,-0.5991650190005163,-0.44,-0.5534787138288403
Nidhi_Shah_Utility_discrimination_2024_2cat_2025-03-19_21h14.14.065,2,1.8999932201290686,1.8800000000000001,1.888792020955117,1.881964458885037,1.86,1.8692592574608287,0.01802876124403152,0.020000000000000018,0.01953276349428834,0.0999998955838428,0.1,0.09499997455780998,0.12501398832980906,0.1,0.10155235148710487,-0.025014092745966263,0.0,-0.00655237692929489
