participant,feature_index,pre_threshold_mean,pre_threshold_mode,pre_threshold_median,post_threshold_mean,post_threshold_mode,post_threshold_median,delta_threshold_mean,delta_threshold_mode,delta_threshold_median,pre_threshold_mean_last5,pre_threshold_mode_last5,pre_threshold_median_last5,post_threshold_mean_last5,post_threshold_mode_last5,post_threshold_median_last5,delta_threshold_mean_last5,delta_threshold_mode_last5,delta_threshold_median_last5
166849_Utility_discrimination_2024_2cat_2025-03-19_19h23.08.912,3,1.2941429664646185,1.28,1.2839956118035376,1.6550375745368173,1.6300000000000001,1.6415181601496498,-0.36089460807219886,-0.3500000000000001,-0.3575225483461122,0.6069212509724056,1.1600000000000001,0.6103753068912555,0.1013132016250337,0.1,0.09536969535833627,0.5056080493473719,1.06,0.5150056115329192
229150_Utility_discrimination_2024_2cat_2025-03-14_20h34.33.419,3,0.3431399157583636,0.29000000000000004,0.3333547866622295,0.32698510534241565,0.30000000000000004,0.3120003437630594,0.016154810415947962,-0.010000000000000009,0.0213544428991701,-0.013905773630542573,0.04000000000000001,-0.0039428416706319275,0.4270811628343826,0.42000000000000004,0.43729126080453484,-0.44098693646492515,-0.38,-0.44123410247516676
053539_Utility_discrimination_2024_2cat_2025-03-17_00h40.52.420,3,0.6447413832448731,0.62,0.6292376631469224,0.3198651464062353,0.31,0.31073782680352313,0.32487623683863776,0.31,0.3184998363433993,0.37251269929751785,0.37,0.38012207347453286,0.36791900348134254,0.36,0.38233577983989653,0.004593695816175303,0.010000000000000009,-0.0022137063653636657
856852_Utility_discrimination_2024_2cat_2025-03-14_11h38.16.574,3,0.30123968459774986,0.32,0.30318389731108064,1.1653433739681804,1.05,1.1560064201570706,-0.8641036893704306,-0.73,-0.8528225228459899,-0.047238248982163916,0.03,-0.033106609321908564,1.0223496860065098,0.87,0.9565859940583985,-1.0695879349886737,-0.84,-0.9896926033803071
059774_Utility_discrimination_2024_2cat_2025-03-18_22h04.37.229,3,0.0851272591282157,0.08,0.07792522383667205,0.33919180339965754,0.28,0.3080187124207375,-0.2540645442714419,-0.2,-0.23009348858406542,0.24700667746653165,0.14,0.21523711971869275,0.38105410655413186,0.31,0.3599579739731884,-0.1340474290876002,-0.16999999999999998,-0.14472085425449566
848799_Utility_discrimination_2024_2cat_2025-03-12_13h57.25.042,3,0.34957895031817454,0.33999999999999997,0.3419114261866072,0.2359205919409865,0.23,0.22935464757051463,0.11365835837718805,0.10999999999999996,0.11255677861609256,0.2769110809138414,0.24000000000000002,0.2622877896420016,0.2549897188628598,0.21000000000000002,0.23568864277347007,0.021921362050981608,0.03,0.026599146868531542
664805_Utility_discrimination_2024_2cat_2025-03-14_19h38.57.391,3,0.19710442213897755,0.2,0.1907425593642444,0.42231005777107633,0.38,0.4009839351497081,-0.22520563563209878,-0.18,-0.2102413757854637,0.22453809727867519,0.14,0.18970446340788746,-0.025615950546008848,0.09000000000000001,-0.004743671395266158,0.25015404782468403,0.05,0.19444813480315362
953060_Utility_discrimination_2024_2cat_2025-03-17_16h04.09.188,3,0.2000210935160298,0.19,0.19239261855947312,0.33078392005454427,0.32,0.32275470808865014,-0.13076282653851445,-0.13,-0.13036208952917702,0.29244570860596997,0.19,0.2541591074251132,0.19526457953858334,0.12000000000000001,0.16379038947295443,0.09718112906738663,0.06999999999999999,0.09036871795215878
537791_Utility_discrimination_2024_2cat_2025-03-14_20h45.35.085,3,0.3144213189370131,0.30000000000000004,0.3028510367377264,0.22224339679044577,0.21000000000000002,0.21333884520415203,0.09217792214656731,0.09000000000000002,0.08951219153357437,0.26718492063973126,0.22,0.24996799861404287,0.3549324134084758,0.26,0.31955676233515673,-0.08774749276874455,-0.04000000000000001,-0.06958876372111386
501271_Utility_discrimination_2024_2cat_2025-03-14_15h23.42.123,3,0.17387598793677211,0.17,0.16708722876050774,0.1672082019209047,0.16,0.1596857799769565,0.006667786015867427,0.010000000000000009,0.007401448783551257,0.30687483920994685,0.21000000000000002,0.2697474589288015,-0.10872752359661458,-0.04000000000000001,-0.09794376773750008,0.41560236280656143,0.25,0.36769122666630155
788879_Utility_discrimination_2024_2cat_2025-03-15_15h55.58.904,3,-0.011933401288757639,-0.009999999999999995,-0.015275095902627822,0.15883469339175701,0.14,0.14642242654548093,-0.17076809468051465,-0.15000000000000002,-0.16169752244810875,-0.15612566376011291,-0.10999999999999999,-0.1570140478815932,0.28209422850082555,0.19,0.25145584281705785,-0.4382198922609385,-0.3,-0.40846989069865103
509243_Utility_discrimination_2024_2cat_2025-03-14_00h08.13.599,3,1.0061056833550397,0.99,0.9962664691032188,1.361627228289997,1.34,1.3493716275179477,-0.35552154493495736,-0.3500000000000001,-0.3531051584147289,0.805203273340128,0.98,0.9605444845220511,0.1105898103830219,0.1,0.09364087262996616,0.6946134629571061,0.88,0.866903611892085
951473_Utility_discrimination_2024_2cat_2025-03-16_19h39.11.089,3,1.8153265256323932,1.79,1.801897485011498,1.8093380726017385,1.8,1.7998191589735753,0.00598845303065465,-0.010000000000000009,0.0020783260379226842,1.442692251895308,1.58,1.55790210620814,0.10092301932069377,0.1,0.09524601494477247,1.3417692325746142,1.48,1.4626560912633675
485127_Utility_discrimination_2024_2cat_2025-03-17_23h23.40.430,3,0.28338078103986897,0.27,0.27156622768576677,0.5007417676823736,0.49,0.49334887462290666,-0.21736098664250458,-0.21999999999999997,-0.2217826469371399,0.3082889073973306,0.24000000000000002,0.2870283206933958,0.028159372969520202,0.1,0.04207004808276485,0.2801295344278104,0.14,0.24495827261063094
225967_Utility_discrimination_2024_2cat_2025-03-14_00h37.01.876,3,1.8684282654783109,1.85,1.8557295209546374,1.8058516639293707,1.8,1.803063177961732,0.06257660154894018,0.050000000000000044,0.05266634299290529,1.675468274067489,1.86,1.8574564052115643,0.10044094593033537,0.1,0.09512574456407596,1.5750273281371538,1.76,1.7623306606474882
775537_Utility_discrimination_2024_2cat_2025-03-17_14h12.46.286,3,0.16517507046467966,0.16,0.1567278959419172,0.14720351688346292,0.14,0.13922981959823288,0.017971553581216743,0.01999999999999999,0.017498076343684305,-0.10748881957792933,-0.04000000000000001,-0.09619536665518927,0.4259867293797286,0.35,0.39857571880051057,-0.5334755489576579,-0.39,-0.4947710854556998
